1,6,515.5255664062499,194.17450195312495
1,2,662.641640625,281.9914453125
1,1,267.23080078124997,264.3614721679687
2,6,514.14380859375,195.74373046875002
2,1,277.1705859375,262.8537670898437
2,2,658.1703515625,283.417177734375
3,1,280.322900390625,262.917041015625
3,2,650.2010742187499,282.87134765625
3,6,511.91583984375,197.006982421875
4,1,293.23447265625,258.94485351562497
4,6,508.6826953125,198.5857470703125
5,1,298.732412109375,255.27659179687504
5,2,624.999609375,283.3594116210937
5,6,505.8103125,199.487314453125
6,1,302.53983398437504,254.9074291992187
6,2,617.4414257812498,283.211865234375
6,6,503.0204296875,200.0860107421875
7,2,607.7176171875,282.23469726562496
7,1,307.733583984375,256.0574340820312
7,6,499.43409667968746,201.9286376953125
8,2,598.06939453125,278.7750512695312
8,6,496.2820166015624,201.99027832031248
8,1,311.533154296875,254.377119140625
9,1,317.05681640625,253.11155273437498
9,2,589.8123046875,281.95403320312505
9,6,492.13974609375003,202.1122412109375
10,6,488.4572314453124,202.2710595703125
10,1,321.674912109375,249.9131469726562
10,2,580.8779882812499,283.24813476562497
11,1,333.470244140625,248.96032470703125
11,6,482.8613232421874,206.06486572265624
11,2,562.4811328124999,281.79814453125
12,0,755.06724609375,350.3653125
12,1,337.13129882812495,248.27475585937498
12,6,478.2148828125,206.03391357421873
12,2,554.4800390624998,279.5438671875
13,1,342.24193359375,246.93301757812497
13,2,546.8640820312501,280.72631103515624
13,6,475.6275,206.05363037109373
13,0,755.3911523437498,352.317802734375
14,1,351.189990234375,242.61124511718748
14,0,741.715078125,348.250517578125
14,10,758.1070898437499,337.805390625
14,2,534.34658203125,281.06844726562497
15,6,463.71457031250003,210.1719287109375
15,1,354.04596679687495,242.1708618164062
15,2,520.13091796875,278.320078125
15,0,739.7403515624999,347.608125
16,2,513.09275390625,277.225634765625
16,0,737.9663671874999,341.439931640625
16,6,459.481318359375,209.34574218749998
16,1,356.97228515625,241.10225830078122
17,0,733.74703125,337.53005859375
17,1,361.27423828124995,240.3480322265625
17,2,503.8953662109375,278.60071289062495
17,6,454.71155273437495,209.1649291992187
18,0,721.5607031249999,334.919912109375
18,10,753.8370703124999,332.72944335937495
18,1,369.399345703125,236.24685058593747
