1,5,515.5255664062499,194.17450195312495
1,1,662.641640625,281.9914453125
1,7,267.23080078124997,264.3614721679687
2,1,658.1703515625,283.417177734375
2,5,514.14380859375,195.74373046875002
2,7,277.1705859375,262.8537670898437
3,5,511.91583984375,197.006982421875
3,1,650.2010742187499,282.87134765625
3,7,280.322900390625,262.917041015625
4,5,508.6826953125,198.5857470703125
4,1,633.18544921875,281.7123046875
4,7,293.23447265625,258.94485351562497
5,5,505.8103125,199.487314453125
5,1,624.999609375,283.3594116210937
5,7,298.732412109375,255.27659179687504
6,1,617.4414257812498,283.211865234375
6,7,302.53983398437504,254.9074291992187
6,5,503.0204296875,200.0860107421875
7,1,607.7176171875,282.23469726562496
7,7,307.733583984375,256.0574340820312
7,5,499.43409667968746,201.9286376953125
8,1,598.06939453125,278.7750512695312
8,7,311.533154296875,254.377119140625
8,5,496.2820166015624,201.99027832031248
9,7,317.05681640625,253.11155273437498
9,5,492.13974609375003,202.1122412109375
9,1,589.8123046875,281.95403320312505
10,7,321.674912109375,249.9131469726562
10,1,580.8779882812499,283.24813476562497
10,5,488.4572314453124,202.2710595703125
11,1,562.4811328124999,281.79814453125
11,3,754.5969726562499,347.12935546874996
11,7,333.470244140625,248.96032470703125
11,5,482.8613232421874,206.06486572265624
12,1,554.4800390624998,279.5438671875
12,7,337.13129882812495,248.27475585937498
12,5,478.2148828125,206.03391357421873
12,3,755.06724609375,350.3653125
13,3,755.3911523437498,352.317802734375
13,5,475.6275,206.05363037109373
13,1,546.8640820312501,280.72631103515624
13,7,342.24193359375,246.93301757812497
14,7,351.189990234375,242.61124511718748
14,4,758.1070898437499,337.805390625
14,3,741.715078125,348.250517578125
14,1,534.34658203125,281.06844726562497
14,5,466.260966796875,208.71239501953124
15,1,520.13091796875,278.320078125
15,3,739.7403515624999,347.608125
15,7,354.04596679687495,242.1708618164062
15,5,463.71457031250003,210.1719287109375
16,3,737.9663671874999,341.439931640625
16,5,459.481318359375,209.34574218749998
16,7,356.97228515625,241.10225830078122
16,1,513.09275390625,277.225634765625
17,1,503.8953662109375,278.60071289062495
17,3,733.74703125,337.53005859375
17,5,454.71155273437495,209.1649291992187
17,7,361.27423828124995,240.3480322265625
18,7,369.399345703125,236.24685058593747
18,5,447.1169824218749,206.5345458984375
18,4,753.8370703124999,332.72944335937495
18,1,491.3138525390625,277.6676000976562
18,3,721.5607031249999,334.919912109375
19,7,374.76509765624996,235.86084228515625
19,4,757.3016601562499,332.10849609375
19,3,721.0208789062499,335.40454101562494
19,5,441.83408203125,194.02951171875
19,1,481.315810546875,275.733515625
20,3,717.21767578125,333.42158203125007
20,7,377.0452734375,234.3271875
20,1,473.134072265625,273.91924804687505
20,4,754.5762890625,331.6955859375
21,7,379.71518554687503,233.018203125
21,4,739.87458984375,320.868134765625
21,1,459.648427734375,273.80095458984374
21,3,703.76021484375,324.38721679687507
22,1,452.47406249999995,272.61900146484373
22,3,699.6652148437499,323.842646484375
22,7,381.27875976562495,232.10351806640625
22,4,738.3232617187499,320.51276367187495
23,4,735.03146484375,321.003076171875
23,5,404.61137695312505,216.30818115234374
23,1,446.05634765624995,271.28126953125
23,3,694.2258984375001,323.12173828125
23,7,383.14599609375,230.95219482421874
24,4,725.3625,317.30645507812494
24,3,684.34728515625,318.1419140625
24,7,385.78163085937507,226.31548095703124
24,5,405.80097656249995,218.090537109375
24,1,432.3705761718749,240.1838232421875
25,5,404.37152343749995,212.92807617187498
25,4,712.7899218749999,313.211162109375
25,3,678.813515625,313.449375
25,1,431.4333984375,239.09349609375
25,7,392.0591015625,224.10462158203126
26,7,391.28654296875004,224.501513671875
26,3,674.17822265625,313.02
26,1,425.40914062499996,241.53017578124997
26,4,708.5326171874999,309.07505859375
27,4,707.8849218749999,308.489970703125
27,3,671.22603515625,313.378154296875
27,7,391.27482421875,226.05684814453122
27,1,419.254072265625,239.34444580078122
28,3,665.6026171875001,311.424052734375
28,4,704.4162890625,308.7828515625
28,7,391.36054687499995,224.55060791015623
28,1,415.60110351562497,238.69764404296876
29,1,416.08119140625,237.7904736328125
29,3,656.73158203125,309.42849609374997
29,7,391.82349609375,222.53060302734372
29,4,692.14388671875,303.14387695312496
30,3,649.37103515625,305.30373046875
30,7,391.61592773437496,223.4255859375
30,4,688.8626953124999,298.96333007812495
30,1,410.85096679687496,238.0954541015625
31,7,391.66435546875,222.28369628906245
31,3,645.6774609375,302.39115234375
31,1,412.505126953125,238.27001220703121
31,4,683.2161914062499,297.635185546875
32,4,677.1812109375,299.16181640624995
32,1,410.007626953125,232.31894531249998
32,7,392.37635742187496,222.2578930664062
32,3,638.85486328125,300.438515625
33,4,666.9019921875,296.07169921875
33,7,393.388623046875,221.36047119140622
33,3,632.86078125,299.25638671875
34,7,394.89140625,222.21771240234375
